,Symbol,Name,LastSale,Sector,industry
390,BFZ,BlackRock California Municipal Income Trust,13.65,,
391,CII,Blackrock Capital and Income Strategies Fund Inc,15.49,,
392,BHK,Blackrock Core Bond Trust,14.29,,
393,HYT,"Blackrock Corporate High Yield Fund, Inc.",10.46,,
394,BTZ,BlackRock Credit Allocation Income Trust,13.41,,
395,DSU,"Blackrock Debt Strategies Fund, Inc.",10.85,,
396,BGR,BlackRock Energy and Resources Trust,10.61,,
397,BDJ,Blackrock Enhanced Equity Dividend Trust,8.82,,
398,EGF,"Blackrock Enhanced Government Fund, Inc",13.2195,,
399,FRA,Blackrock Floating Rate Income Strategies Fund Inc,12.72,,
400,BFO,Blackrock Florida Municipal 2020 Term Trust,14.4,,
401,BGT,Blackrock Global,12.44,,
402,BOE,Blackrock Global,10.25,,
403,BME,Blackrock Health Sciences Trust,38.44,,
404,BAF,BlackRock Income Investment Quality Trust,14.35,,
405,BKT,BlackRock Income Trust Inc. (The),6.09,,
406,BGY,"BLACKROCK INTERNATIONAL, LTD.",5.38,,
407,BKN,BlackRock Investment Quality Municipal Trust Inc. (The),15.61,,
408,BTA,BlackRock Long-Term Municipal Advantage Trust,12.94,,
409,BZM,BlackRock Maryland Municipal Bond Trust,14.5808,,
410,MHE,BlackRock Massachusetts Tax-Exempt Trust,12.88,,
411,BIT,BlackRock Multi-Sector Income Trust,17.2,,
412,MUI,Blackrock Muni Intermediate Duration Fund Inc,14.43,,
413,MNE,Blackrock Muni New York Intermediate Duration Fund Inc,14.53,,
414,MUA,"Blackrock MuniAssets Fund, Inc.",15.44,,
415,BKK,Blackrock Municipal 2020 Term Trust,15.06,,
416,BBK,Blackrock Municipal Bond Trust,15.28,,
417,BBF,BlackRock Municipal Income Investment Trust,14.22,,
418,BYM,Blackrock Municipal Income Quality Trust,14.13,,
419,BFK,BlackRock Municipal Income Trust,14.06,,
420,BLE,BlackRock Municipal Income Trust II,15.05,,
421,BTT,BlackRock Municipal Target Term Trust Inc. (The),23.76,,
422,MEN,"Blackrock MuniEnhanced Fund, Inc.",11.29,,
423,MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.15,,
424,MUH,"Blackrock MuniHoldings Fund II, Inc.",15.465,,
425,MHD,"Blackrock MuniHoldings Fund, Inc.",17.1,,
426,MFL,Blackrock MuniHoldings Investment Quality Fund,13.43,,
427,MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.47,,
428,MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.64,,
429,MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.8,,
430,MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.62,,
431,MVT,"Blackrock MuniVest Fund II, Inc.",15.55,,
432,MYC,"Blackrock MuniYield California Fund, Inc.",14.38,,
433,MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.41,,
434,MYD,"Blackrock MuniYield Fund, Inc.",14.97,,
435,MYF,Blackrock MuniYield Investment Fund,14.55,,
436,MFT,Blackrock MuniYield Investment QualityFund,13.69,,
437,MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",14.29,,
438,MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.42,,
439,MYN,"Blackrock MuniYield New York Quality Fund, Inc.",13.22,,
440,MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.28,,
441,MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.94,,
442,MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.53,,
443,MQY,"Blackrock MuniYield Quality Fund, Inc.",14.82,,
444,BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,14.0,,
445,BQH,Blackrock New York Municipal Bond Trust,14.769,,
446,BSE,Blackrock New York Municipal Income Quality Trust,13.53,,
447,BFY,BlackRock New York Municipal Income Trust II,14.13,,
448,BCX,BlackRock Resources,7.49,,
449,BST,BlackRock Science and Technology Trust,32.11,,
450,BSTZ,BlackRock Science and Technology Trust II,20.08,,
451,BSD,BlackRock Strategic Municipal Trust Inc. (The),14.24,,
452,BUI,"BlackRock Utility, Infrastructure & Power Opportun",23.25,,
453,BHV,BlackRock Virginia Municipal Bond Trust,16.41,,
454,BLK,"BlackRock, Inc.",431.32,Finance,Investment Bankers/Brokers/Service
455,BGB,Blackstone / GSO Strategic Credit Fund,14.7,,
456,BGX,Blackstone GSO Long Short Credit Income Fund,15.68,,
457,BSL,Blackstone GSO Senior Floating Rate Term Fund,16.97,,
458,BE,Bloom Energy Corporation,9.62,Energy,Industrial Machinery/Components
459,APRN,"Blue Apron Holdings, Inc.",7.83,Consumer Services,Catalog/Specialty Distribution
460,BCRH,Blue Capital Reinsurance Holdings Ltd.,7.98,Finance,Property-Casualty Insurers
461,BXG,Bluegreen Vacations Corporation,9.28,Finance,Real Estate
462,BXC,BlueLinx Holdings Inc.,21.83,Capital Goods,Wholesale Distributors
463,DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,9.38,,
464,DHF,BNY Mellon High Yield Strategies Fund,3.08,,
465,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc",14.11,,
466,DSM,"BNY Mellon Strategic Municipal Bond Fund, Inc.",8.61,,
467,LEO,"BNY Mellon Strategic Municipals, Inc.",8.62,,
468,BA,Boeing Company (The),331.06,Capital Goods,Aerospace
469,BCC,"Boise Cascade, L.L.C.",28.88,Consumer Services,RETAIL: Building Materials
470,BCEI,"Bonanza Creek Energy, Inc.",20.52,Energy,Oil & Gas Production
471,BOOT,"Boot Barn Holdings, Inc.",30.44,Consumer Services,Clothing/Shoe/Accessory Stores
472,BAH,Booz Allen Hamilton Holding Corporation,67.36,Consumer Services,Professional Services
473,BWA,BorgWarner Inc.,34.46,Capital Goods,Auto Parts:O.E.M.
474,BORR,Borr Drilling Limited,8.01,,
475,SAM,"Boston Beer Company, Inc. (The)",373.23,Consumer Non-Durables,Beverages (Production/Distribution)
476,BXP,"Boston Properties, Inc.",127.34,Consumer Services,Real Estate Investment Trusts
477,BXP^B,"Boston Properties, Inc.",25.19,,
478,BSX,Boston Scientific Corporation,41.36,Health Care,Medical/Dental Instruments
479,BOX,"Box, Inc.",14.78,Technology,Computer Software: Prepackaged Software
480,BYD,Boyd Gaming Corporation,25.37,Consumer Services,Hotels/Resorts
481,BPMP,BP Midstream Partners LP,14.97,Energy,Natural Gas Distribution
482,BP,BP p.l.c.,37.66,Energy,Integrated oil Companies
483,BPT,BP Prudhoe Bay Royalty Trust,9.06,Energy,Integrated oil Companies
484,BRC,Brady Corporation,49.08,Consumer Durables,Miscellaneous manufacturing industries
485,BHR,Braemar Hotels & Resorts Inc.,8.15,Consumer Services,Real Estate Investment Trusts
486,BHR^B,Braemar Hotels & Resorts Inc.,18.565,,
487,BHR^D,Braemar Hotels & Resorts Inc.,25.6,,
488,BDN,Brandywine Realty Trust,14.26,Consumer Services,Real Estate Investment Trusts
489,BWG,BrandywineGLOBAL Global Income Opportunities Fund ,11.95,,
490,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.11,Consumer Non-Durables,Farming/Seeds/Milling
491,BRFS,BRF S.A.,8.45,Consumer Non-Durables,Meat/Poultry/Fish
492,BGG,Briggs & Stratton Corporation,8.61,Energy,Industrial Machinery/Components
493,MNRL,"Brigham Minerals, Inc.",20.0,Energy,Oil & Gas Production
494,BFAM,Bright Horizons Family Solutions Inc.,147.8,Miscellaneous,Other Consumer Services
495,BEDU,Bright Scholar Education Holdings Limited,9.08,Consumer Services,Other Consumer Services
496,BSA,BrightSphere Investment Group Inc.,24.28,Finance,Investment Managers
497,BSIG,BrightSphere Investment Group Inc.,9.39,Finance,Investment Managers
498,BV,"BrightView Holdings, Inc.",18.75,Consumer Non-Durables,Farming/Seeds/Milling
499,EAT,"Brinker International, Inc.",39.7,Consumer Services,Restaurants
500,BCO,Brink&#39;s Company (The),85.38,Transportation,Oil Refining/Marketing
501,BMY,Bristol-Myers Squibb Company,45.38,Health Care,Major Pharmaceuticals
502,BTI,British American Tobacco p.l.c.,36.05,Consumer Non-Durables,Farming/Seeds/Milling
503,BRX,Brixmor Property Group Inc.,18.32,Consumer Services,Real Estate Investment Trusts
504,BR,"Broadridge Financial Solutions, Inc.",121.08,Miscellaneous,Business Services
505,BKD,Brookdale Senior Living Inc.,7.34,Health Care,Hospital/Nursing Management
506,BAM,Brookfield Asset Management Inc,47.75,Consumer Services,Building operators
507,BBU,Brookfield Business Partners L.P.,36.75,Basic Industries,Engineering & Construction
508,DTLA^,Brookfield DTLA Inc.,19.95,,
509,INF,Brookfield Global Listed Infrastructure Income Fund,12.71,,
510,BIP,Brookfield Infrastructure Partners LP,43.94,Consumer Services,Marine Transportation
511,RA,Brookfield Real Assets Income Fund Inc.,21.75,,
512,BEP,Brookfield Renewable Partners L.P.,35.93,Public Utilities,Electric Utilities: Central
513,BRO,"Brown & Brown, Inc.",35.28,Finance,Specialty Insurers
514,BF.A,Brown Forman Corporation,,,
515,BF.B,Brown Forman Corporation,,,
516,BRT,BRT Apartments Corp.,13.53,Consumer Services,Real Estate Investment Trusts
517,BC,Brunswick Corporation,45.46,Energy,Industrial Machinery/Components
518,BC^A,Brunswick Corporation,26.49,,
519,BC^B,Brunswick Corporation,26.49,,
520,BC^C,Brunswick Corporation,26.01,,
521,BT,BT Group plc,11.39,Public Utilities,Telecommunications Equipment
522,BPL,Buckeye Partners L.P.,41.62,Energy,Natural Gas Distribution
523,BKE,"Buckle, Inc. (The)",19.86,Consumer Services,Clothing/Shoe/Accessory Stores
524,BVN,Buenaventura Mining Company Inc.,15.22,Basic Industries,Precious Metals
525,BBW,"Build-A-Bear Workshop, Inc.",3.75,Consumer Services,Recreational Products/Toys
526,BG,Bunge Limited,55.3,Consumer Non-Durables,Packaged Foods
527,BURL,"Burlington Stores, Inc.",171.73,Consumer Services,Department/Specialty Retail Stores
528,BWXT,"BWX Technologies, Inc.",48.7,Energy,Industrial Machinery/Components
529,BY,"Byline Bancorp, Inc.",17.61,Finance,Major Banks
530,CJ,"C&J Energy Services, Inc",10.05,Energy,Oilfield Services/Equipment
531,GYB,CABCO Series 2004-101 Trust,21.475,Finance,Finance: Consumer Services
532,PFH,CABCO Series 2004-101 Trust,6.92,Finance,Finance: Consumer Services
533,CABO,"Cable One, Inc.",1168.58,Consumer Services,Television Services
534,CBT,Cabot Corporation,39.52,Basic Industries,Major Chemicals
535,COG,Cabot Oil & Gas Corporation,17.45,Energy,Oil & Gas Production
536,CACI,"CACI International, Inc.",205.14,Technology,EDP Services
537,WHD,"Cactus, Inc.",28.09,Energy,Metal Fabrications
538,CADE,Cadence Bancorporation,15.41,Finance,Major Banks
539,CAE,CAE Inc,26.62,Miscellaneous,Industrial Machinery/Components
540,CAI,"CAI International, Inc.",21.47,Technology,Diversified Commercial Services
541,CAI^A,"CAI International, Inc.",26.12,,
542,CAI^B,"CAI International, Inc.",26.0332,,
543,CAL,"Caleres, Inc.",15.16,Consumer Non-Durables,Shoe Manufacturing
544,CRC,California Resources Corporation,11.37,Energy,Oil & Gas Production
545,CWT,California Water  Service Group Holding,51.78,Public Utilities,Water Supply
546,CALX,"Calix, Inc",5.96,Consumer Services,Telecommunications Equipment
547,ELY,Callaway Golf Company,17.11,Consumer Non-Durables,Recreational Products/Toys
548,CPE,Callon Petroleum Company,4.33,Energy,Oil & Gas Production
549,CBM,Cambrex Corporation,40.67,Health Care,Major Pharmaceuticals
550,CPT,Camden Property Trust,101.74,Consumer Services,Real Estate Investment Trusts
551,CCJ,Cameco Corporation,8.67,Basic Industries,Precious Metals
552,CPB,Campbell Soup Company,41.21,Consumer Non-Durables,Packaged Foods
553,CWH,"Camping World Holdings, Inc.",10.8,Consumer Durables,Automotive Aftermarket
554,GOOS,Canada Goose Holdings Inc.,42.21,Consumer Non-Durables,Apparel
555,CM,Canadian Imperial Bank of Commerce,75.86,Finance,Commercial Banks
556,CNI,Canadian National Railway Company,91.27,Transportation,Railroads
557,CNQ,Canadian Natural Resources Limited,23.14,Energy,Oil & Gas Production
558,CP,Canadian Pacific Railway Limited,228.17,Transportation,Railroads
559,CANG,Cango Inc.,6.0,Technology,Computer Software: Prepackaged Software
560,CNNE,"Cannae Holdings, Inc.",28.6,Consumer Services,Restaurants
561,CTST,CannTrust Holdings Inc.,2.17,Consumer Durables,Specialty Chemicals
562,CAJ,"Canon, Inc.",26.53,Miscellaneous,Industrial Machinery/Components
563,CGC,Canopy Growth Corporation,31.38,Consumer Durables,Specialty Chemicals
564,CMD,Cantel Medical Corp.,91.29,Health Care,Medical/Dental Instruments
565,COF,Capital One Financial Corporation,86.62,Finance,Major Banks
566,COF^C,Capital One Financial Corporation,25.55,Finance,Major Banks
567,COF^D,Capital One Financial Corporation,25.72,,
568,COF^F,Capital One Financial Corporation,26.075,,
569,COF^G,Capital One Financial Corporation,25.85,,
570,COF^H,Capital One Financial Corporation,26.7693,,
571,COF^P,Capital One Financial Corporation,25.4957,,
572,CSU,Capital Senior Living Corporation,4.94,Health Care,Hospital/Nursing Management
573,BXMT,"Capital Trust, Inc.",34.66,Consumer Services,Real Estate Investment Trusts
574,CPRI,Capri Holdings Limited,31.71,Consumer Non-Durables,Apparel
575,CMO,Capstead Mortgage Corporation,8.16,Consumer Services,Real Estate Investment Trusts
576,CMO^E,Capstead Mortgage Corporation,25.39,,
577,CRR,"Carbo Ceramics, Inc.",1.26,Capital Goods,Industrial Machinery/Components
578,CAH,"Cardinal Health, Inc.",45.55,Health Care,Other Pharmaceuticals
579,CRCM,"Care.com, Inc.",10.22,Consumer Services,Other Consumer Services
580,CSL,Carlisle Companies Incorporated,137.09,Basic Industries,Specialty Chemicals
581,KMX,CarMax Inc,83.93,Consumer Durables,Automotive Aftermarket
582,CCL,Carnival Corporation,45.21,Consumer Services,Marine Transportation
583,CUK,Carnival Corporation,43.72,Consumer Services,Marine Transportation
584,CRS,Carpenter Technology Corporation,45.84,Basic Industries,Steel/Iron Ore
585,CSV,"Carriage Services, Inc.",22.5,Consumer Services,Other Consumer Services
586,CARS,Cars.com Inc.,11.82,Technology,EDP Services
587,CRI,"Carter&#39;s, Inc.",86.93,Consumer Non-Durables,Apparel
588,CVNA,Carvana Co.,60.97,Consumer Durables,Automotive Aftermarket
589,CSLT,"Castlight Health, inc.",1.58,Technology,EDP Services
590,CTLT,"Catalent, Inc.",53.47,Health Care,Major Pharmaceuticals
591,CTT           ,"CatchMark Timber Trust, Inc.",9.58,Consumer Services,Real Estate Investment Trusts
592,CAT,"Caterpillar, Inc.",121.65,Capital Goods,Construction/Ag Equipment/Trucks
593,CATO,Cato Corporation (The),13.47,Consumer Services,Clothing/Shoe/Accessory Stores
594,CBZ,"CBIZ, Inc.",22.83,Miscellaneous,Business Services
595,CBL,"CBL & Associates Properties, Inc.",0.9312,Consumer Services,Real Estate Investment Trusts
596,CBL^D,"CBL & Associates Properties, Inc.",7.32,,
597,CBL^E,"CBL & Associates Properties, Inc.",6.63,,
598,CBO,CBO (Listing Market - NYSE - Networks A/E),5.45,,
599,IGR,CBRE Clarion Global Real Estate Income Fund,7.4,,
600,CBRE,"CBRE Group, Inc.",50.79,Finance,Real Estate
601,CBS,CBS Corporation,49.06,Consumer Services,Broadcasting
602,CBS.A,CBS Corporation,,,
603,CBX,CBX (Listing Market NYSE Networks AE,1.4,,
604,FUN,"Cedar Fair, L.P.",49.34,Consumer Services,Services-Misc. Amusement & Recreation
605,CDR,"Cedar Realty Trust, Inc.",2.48,Consumer Services,Real Estate Investment Trusts
606,CDR^B,"Cedar Realty Trust, Inc.",25.12,,
607,CDR^C,"Cedar Realty Trust, Inc.",22.66,,
608,CE,Celanese Corporation,103.19,Basic Industries,Major Chemicals
609,CLS,"Celestica, Inc.",6.78,Technology,Electrical Products
610,CEL,"Cellcom Israel, Ltd.",2.65,Public Utilities,Telecommunications Equipment
611,CPAC,Cementos Pacasmayo S.A.A.,8.65,Capital Goods,Building Materials
612,CX,Cemex S.A.B. de C.V.,3.1,Capital Goods,Building Materials
613,CVE,Cenovus Energy Inc,8.45,Energy,Oil & Gas Production
614,CNC,Centene Corporation,48.52,Health Care,Medical Specialities
615,CEN,Center Coast Brookfield MLP & Energy Infrastructur,7.64,,
616,CNP,"CenterPoint Energy, Inc.",28.55,Public Utilities,Electric Utilities: Central
617,CNP^B,"CenterPoint Energy, Inc.",50.79,,
618,EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,10.64,Public Utilities,Electric Utilities: Central
619,EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,,,
620,CEPU,Central Puerto S.A.,8.45,Public Utilities,Electric Utilities: Central
621,CCS,"Century Communities, Inc.",25.94,Capital Goods,Homebuilding
622,CTL,"CenturyLink, Inc.",11.79,Public Utilities,Telecommunications Equipment
623,CDAY,Ceridian HCM Holding Inc.,50.73,Technology,Computer Software: Prepackaged Software
624,CF,"CF Industries Holdings, Inc.",50.74,Basic Industries,Agricultural Chemicals
625,GIB,CGI Inc.,74.63,Consumer Services,Professional Services
626,ECOM          ,ChannelAdvisor Corporation,8.59,Technology,Computer Software: Prepackaged Software
627,CHAP,"Chaparral Energy, Inc.",2.84,Energy,Oil & Gas Production
628,CHRA,"Charah Solutions, Inc.",4.88,Basic Industries,Environmental Services
629,CRL,"Charles River Laboratories International, Inc.",126.51,Health Care,Biotechnology: Commercial Physical & Biological Resarch
630,CLDT,Chatham Lodging Trust (REIT),17.11,Consumer Services,Real Estate Investment Trusts
631,CMCM,Cheetah Mobile Inc.,3.09,Technology,Computer Software: Prepackaged Software
632,CHGG,"Chegg, Inc.",43.12,Consumer Services,Other Consumer Services
633,CHE,Chemed Corp.,406.66,Health Care,Medical/Nursing Services
634,CC,Chemours Company (The),13.78,Basic Industries,Major Chemicals
635,CHMI,Cherry Hill Mortgage Investment Corporation,14.92,Consumer Services,Real Estate Investment Trusts
636,CHMI^A,Cherry Hill Mortgage Investment Corporation,25.7947,,
637,CHMI^B,Cherry Hill Mortgage Investment Corporation,25.6557,,
638,CHK,Chesapeake Energy Corporation,1.56,Energy,Oil & Gas Production
639,CHK^D,Chesapeake Energy Corporation,40.65,,
640,CHKR,Chesapeake Granite Wash Trust,1.0233,Energy,Oil & Gas Production
641,CHSP,Chesapeake Lodging Trust,26.17,Consumer Services,Real Estate Investment Trusts
642,CPK,Chesapeake Utilities Corporation,90.8,Public Utilities,Oil & Gas Production
643,CVX,Chevron Corporation,118.74,Energy,Integrated oil Companies
644,CHWY,"Chewy, Inc.",32.21,Consumer Services,Catalog/Specialty Distribution
645,CHS,"Chico&#39;s FAS, Inc.",2.92,Consumer Services,Clothing/Shoe/Accessory Stores
646,CIM,Chimera Investment Corporation,19.1,Consumer Services,Real Estate Investment Trusts
647,CIM^A,Chimera Investment Corporation,26.28,,
648,CIM^B,Chimera Investment Corporation,26.2,,
649,CIM^C,Chimera Investment Corporation,25.53,,
650,CIM^D,Chimera Investment Corporation,26.01,,
651,DL,China Distance Education Holdings Limited,4.69,Consumer Services,Other Consumer Services
652,CEA,China Eastern Airlines Corporation Ltd.,23.81,Transportation,Air Freight/Delivery Services
653,CHN,"China Fund, Inc. (The)",18.83,,
654,CGA,"China Green Agriculture, Inc.",4.1,Basic Industries,Agricultural Chemicals
655,LFC,China Life Insurance Company Limited,11.71,Finance,Life Insurance
656,CHL,China Mobile (Hong Kong) Ltd.,40.14,Public Utilities,Telecommunications Equipment
657,COE,China Online Education Group,5.3,Consumer Services,Other Consumer Services
658,SNP,China Petroleum & Chemical Corporation,60.29,Energy,Integrated oil Companies
659,XRF,China Rapid Finance Limited,0.493,Finance,Finance: Consumer Services
660,ZNH,China Southern Airlines Company Limited,28.6,Transportation,Air Freight/Delivery Services
661,CHA,China Telecom Corp Ltd,42.56,Public Utilities,Telecommunications Equipment
662,CHU,China Unicom (Hong Kong) Ltd,9.16,Public Utilities,Telecommunications Equipment
663,CYD,China Yuchai International Limited,13.32,Energy,Industrial Machinery/Components
