Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
HLF,Herbalife Nutrition Ltd.,38.11,58.95,-54.683810023615855,Health Care
HLI,"Houlihan Lokey, Inc.",43.19,36.8,14.79509145635564,Finance
HLT,Hilton Worldwide Holdings Inc.,91.35,71.8,21.401204159824847,Consumer Services
HLX,"Helix Energy Solutions Group, Inc.",7.75,5.41,30.193548387096776,Energy
HMC,"Honda Motor Company, Ltd.",24.1,26.45,-9.75103734439833,Capital Goods
HMI,Huami Corporation,11.52,9.83,14.670138888888884,Technology
HMLP,Hoegh LNG Partners LP,16.75,15.35,8.358208955223882,Consumer Services
HMN,Horace Mann Educators Corporation,41.51,37.45,9.780775716694762,Finance
HMY,Harmony Gold Mining Company Limited,2.85,1.79,37.19298245614035,Basic Industries
HNGR,"Hanger, Inc.",16.44,18.95,-15.267639902676386,Health Care
HNI,HNI Corporation,31.65,35.43,-11.943127962085311,Consumer Durables
HNP,"Huaneng Power International, Inc.",22.87,25.01,-9.357236554438131,Public Utilities
HOG,"Harley-Davidson, Inc.",33.3,34.12,-2.4624624624624634,Consumer Non-Durables
HOME,At Home Group Inc.,5.27,18.66,-254.07969639468692,Consumer Services
HON,Honeywell International Inc.,162.01,132.12,18.449478427257567,Capital Goods
HOS,Hornbeck Offshore Services,0.9459,1.44,-52.23596574690771,Consumer Services
HOV,Hovnanian Enterprises Inc,5.45,17.0,-211.92660550458714,Capital Goods
HP,"Helmerich & Payne, Inc.",43.73,47.94,-9.627258175165792,Energy
HPE,Hewlett Packard Enterprise Company,12.9,13.21,-2.4031007751938023,Technology
HPP,"Hudson Pacific Properties, Inc.",33.53,29.06,13.331345064121688,Finance
HPQ,HP Inc.,19.16,20.46,-6.784968684759921,Technology
HPR,HighPoint Resources Corporation,1.03,2.49,-141.74757281553397,Energy
HR,Healthcare Realty Trust Incorporated,31.92,28.44,10.902255639097746,Consumer Services
HRB,"H&R Block, Inc.",26.7,25.37,4.981273408239694,Consumer Services
HRC,Hill-Rom Holdings Inc,100.06,88.55,11.503098141115336,Health Care
HRL,Hormel Foods Corporation,40.73,42.68,-4.787625828627554,Consumer Non-Durables
HRTG,"Heritage Insurance Holdings, Inc.",13.29,14.72,-10.759969902182103,Finance
HSBC,HSBC Holdings plc,37.99,41.11,-8.212687549355087,Finance
HSC,Harsco Corporation,20.27,19.86,2.022693635915146,Capital Goods
HST,"Host Hotels & Resorts, Inc.",16.6,16.67,-0.42168674698795344,Consumer Services
HSY,Hershey Company (The),149.12,107.18,28.125,Consumer Non-Durables
HT,Hersha Hospitality Trust,14.58,17.54,-20.30178326474622,Consumer Services
HTA,"Healthcare Trust of America, Inc.",26.82,25.31,5.630126771066374,Consumer Services
HTH,Hilltop Holdings Inc.,22.21,17.83,19.720846465556065,Finance
HTZ,"Hertz Global Holdings, Inc",14.23,11.86,16.654954321855243,Consumer Services
HUBB,Hubbell Inc,123.69,99.34,19.6863125555825,Capital Goods
HUBS,"HubSpot, Inc.",164.49,125.73,23.563742476746306,Technology
HUD,Hudson Ltd.,11.76,17.15,-45.83333333333333,Consumer Services
HUM,Humana Inc.,286.68,286.48,0.0697641970140884,Health Care
HUN,Huntsman Corporation,18.55,19.29,-3.989218328840962,Basic Industries
HUYA,HUYA Inc.,20.35,15.48,23.931203931203935,Technology
HVT,"Haverty Furniture Companies, Inc.",17.56,18.78,-6.947608200455595,Consumer Services
HXL,Hexcel Corporation,77.01,57.34,25.542137384755225,Basic Industries
HY,"Hyster-Yale Materials Handling, Inc.",55.11,61.96,-12.429686082380696,Capital Goods
HZN,Horizon Global Corporation,4.41,1.43,67.57369614512473,Capital Goods
HZO,"MarineMax, Inc.",14.94,18.31,-22.556894243641228,Consumer Services
I,Intelsat S.A.,20.79,21.39,-2.886002886002893,Consumer Services
IAG,Iamgold Corporation,3.93,3.68,6.361323155216285,Basic Industries
IBA,"Industrias Bachoco, S.A. de C.V.",50.41,39.56,21.52350724062685,Consumer Non-Durables
IBM,International Business Machines Corporation,140.76,113.67,19.245524296675185,Technology
IBN,ICICI Bank Limited,11.21,10.29,8.20695807314899,Finance
IBP,"Installed Building Products, Inc.",50.79,33.69,33.66804489072652,Basic Industries
ICD,"Independence Contract Drilling, Inc.",1.18,3.12,-164.40677966101697,Energy
ICE,Intercontinental Exchange Inc.,88.42,75.33,14.804342908844156,Finance
ICL,Israel Chemicals Shs,5.33,5.66,-6.191369606003754,Basic Industries
IDA,"IDACORP, Inc.",102.18,93.06,8.925425719318852,Public Utilities
IDT,IDT Corporation,9.17,6.19,32.49727371864776,Public Utilities
IEX,IDEX Corporation,155.93,126.26,19.027768870647087,Capital Goods
IFF,"International Flavors & Fragrances, Inc.",141.47,134.27,5.089418251219332,Basic Industries
IFFT,"International Flavors & Fragrances, Inc.",52.9077,50.7,4.17273856168383,Basic Industries
IGT,International Game Technology,13.7,14.63,-6.788321167883223,Consumer Services
IHC,Independence Holding Company,36.1,35.2,2.4930747922437635,Finance
IHG,Intercontinental Hotels Group,64.7,57.52,11.097372488408036,Consumer Services
IIPR,"Innovative Industrial Properties, Inc.",98.97,45.39,54.13761745983632,Finance
IMAX,Imax Corporation,20.81,18.81,9.610764055742433,Miscellaneous
INFO,IHS Markit Ltd.,62.24,47.97,22.927377892030854,Technology
INFY,Infosys Limited,10.9,9.52,12.660550458715603,Technology
ING,"ING Group, N.V.",10.05,10.66,-6.0696517412935265,Finance
INGR,Ingredion Incorporated,76.64,91.4,-19.258872651357002,Consumer Non-Durables
INN,"Summit Hotel Properties, Inc.",11.17,9.73,12.891674127126226,Consumer Services
INSP,"Inspire Medical Systems, Inc.",63.41,42.25,33.370130894180726,Health Care
INST,"Instructure, Inc.",39.46,37.51,4.941713127217443,Technology
INSW,"International Seaways, Inc.",15.34,16.84,-9.778357235984354,Consumer Services
INT,World Fuel Services Corporation,36.62,21.41,41.53468050245767,Energy
INVH,Invitation Homes Inc.,27.12,20.08,25.958702064896766,Finance
INXN,InterXion Holding N.V.,74.7,54.16,27.496653279785814,Technology
IO,Ion Geophysical Corporation,8.98,5.18,42.3162583518931,Energy
IP,International Paper Company,40.2,40.36,-0.3980099502487477,Basic Industries
IPG,"Interpublic Group of Companies, Inc. (The)",21.16,20.63,2.5047258979206104,Technology
IPHI,Inphi Corporation,61.78,32.15,47.96050501780512,Technology
IPI,"Intrepid Potash, Inc",3.55,2.6,26.76056338028168,Basic Industries
IPOA,Social Capital Hedosophia Holdings Corp.,10.43,10.0,4.122722914669221,Finance
IQV,"IQVIA Holdings, Inc.",151.8,116.17,23.471673254281956,Health Care
IR,Ingersoll-Rand plc (Ireland),118.0,91.23,22.6864406779661,Capital Goods
IRET,Investors Real Estate Trust,62.54,49.07,21.538215542053084,Consumer Services
IRM,Iron Mountain Incorporated,31.09,32.41,-4.245738179478922,Consumer Services
IRS,IRSA Inversiones Y Representaciones S.A.,10.15,13.06,-28.669950738916256,Consumer Services
IRT,"Independence Realty Trust, Inc.",12.6,9.18,27.142857142857142,Consumer Services
ISG,"ING Group, N.V.",25.98,24.91,4.118552732871441,Finance
IT,"Gartner, Inc.",128.02,127.84,0.14060303077644648,Consumer Services
ITCB,Ita? CorpBanca,11.5,13.6,-18.260869565217387,Finance
ITGR,Integer Holdings Corporation,79.68,76.26,4.2921686746987975,Miscellaneous
ITT,ITT Inc.,56.9,48.27,15.166959578207372,Capital Goods
ITUB,Itau Unibanco Banco Holding SA,8.73,9.14,-4.696449026345935,Finance
ITW,Illinois Tool Works Inc.,146.68,126.69,13.628306517589317,Technology
IVC,Invacare Corporation,4.17,4.3,-3.1175059952038344,Health Care
IVR,INVESCO MORTGAGE CAPITAL INC,16.02,14.48,9.612983770287135,Consumer Services
IVZ,Invesco Plc,17.17,16.74,2.504368083867229,Finance
IX,Orix Corp Ads,69.88,71.55,-2.3898111047510042,Finance
JAG,Jagged Peak Energy Inc.,6.47,9.12,-40.95826893353941,Energy
JAX,"J. Alexander&#39;s Holdings, Inc.",10.25,8.23,19.707317073170728,Consumer Services
JBGS,JBG SMITH Properties,37.7,34.81,7.6657824933687015,Consumer Services
JBK,Lehman ABS Corporation,28.9105,25.0,13.526227495200702,Finance
JBL,Jabil Inc.,27.89,24.79,11.11509501613482,Technology
JBN,Select Asset Inc.,6.11,6.26,-2.4549918166939353,Finance
JBR,Select Asset Inc.,5.8692,6.5,-10.747631704491239,Finance
JBT,John Bean Technologies Corporation,101.53,71.81,29.272136314389837,Technology
JCAP,"Jernigan Capital, Inc.",19.78,19.82,-0.20222446916076411,Consumer Services
JCI,Johnson Controls International plc,41.4,29.65,28.381642512077292,Consumer Services
JCP,"J.C. Penney Company, Inc. Holding Company",0.6822,1.04,-52.4479624743477,Consumer Services
JE,"Just Energy Group, Inc.",3.36,3.3,1.7857142857142874,Public Utilities
JEC,Jacobs Engineering Group Inc.,81.0,58.46,27.827160493827158,Basic Industries
JEF,Jefferies Financial Group Inc.,19.27,17.36,9.91177996886352,Finance
JELD,"JELD-WEN Holding, Inc.",20.21,14.21,29.688273132112812,Basic Industries
JHG,Janus Henderson Group plc,19.28,20.72,-7.46887966804978,Finance
JHX,James Hardie Industries plc.,13.01,11.74,9.761721752498076,Capital Goods
JILL,"J. Jill, Inc.",1.98,4.48,-126.26262626262627,Consumer Non-Durables
JKS,JinkoSolar Holding Company Limited,18.61,9.89,46.856528747984946,Technology
JLL,Jones Lang LaSalle Incorporated,135.18,126.6,6.347092765201961,Finance
JMEI,Jumei International Holding Limited,2.05,1.83,10.731707317073159,Consumer Services
JMP,JMP Group LLC,3.68,3.9,-5.978260869565211,Finance
JMPB,JMP Group LLC,25.4991,24.9,2.3494946880478134,Finance
JMPD,JMP Group LLC,25.997,21.43,17.567411624418202,Finance
JNJ,Johnson & Johnson,130.16,129.05,0.8527965580823489,Health Care
JNPR,"Juniper Networks, Inc.",25.16,26.91,-6.955484896661367,Technology
JOE,St. Joe Company (The),17.34,13.17,24.048442906574394,Consumer Services
JP,Jupai Holdings Limited,1.84,4.39,-138.58695652173913,Consumer Services
JPM,J P Morgan Chase & Co,109.57,97.62,10.906269964406306,Finance
JT,Jianpu Technology Inc.,3.46,4.17,-20.52023121387283,Technology
JWN,"Nordstrom, Inc.",30.2,46.61,-54.337748344370866,Consumer Services
K,Kellogg Company,61.75,57.01,7.67611336032389,Consumer Non-Durables
KAI,Kadant Inc,83.09,81.46,1.961728246479732,Technology
KAMN,Kaman Corporation,56.48,56.09,0.6905099150141527,Consumer Durables
KAR,"KAR Auction Services, Inc",25.77,18.06,29.918509895227015,Consumer Durables
KB,KB Financial Group Inc,32.94,41.98,-27.443837279902855,Finance
KBH,KB Home,25.27,19.1,24.416303917688953,Capital Goods
KBR,"KBR, Inc.",23.85,15.18,36.35220125786164,Basic Industries
KDMN,"Kadmon Holdings, Inc.",2.28,2.08,8.771929824561392,Health Care
KDP,Keurig Dr Pepper Inc.,27.95,25.64,8.264758497316633,Consumer Non-Durables
KEG,"Key Energy Services, Inc.",2.22,2.07,6.756756756756772,Energy
KEM,Kemet Corporation,19.74,17.54,11.144883485309014,Capital Goods
KEN,Kenon Holdings Ltd.,20.88,14.75,29.358237547892717,Public Utilities
KEP,Korea Electric Power Corporation,10.97,14.75,-34.457611668185955,Public Utilities
KEX,Kirby Corporation,72.24,67.36,6.755260243632331,Consumer Services
KEY,KeyCorp,16.45,14.78,10.151975683890578,Finance
KEYS,Keysight Technologies Inc.,83.54,62.08,25.688293033277482,Capital Goods
KFS,"Kingsway Financial Services, Inc.",2.8,2.87,-2.50000000000001,Finance
KFY,Korn Ferry ,37.27,39.54,-6.0906895626509145,Technology
KGC,Kinross Gold Corporation,4.78,3.24,32.21757322175732,Basic Industries
KIM,Kimco Realty Corporation,18.75,14.65,21.866666666666664,Consumer Services
KKR,KKR & Co. Inc.,24.39,19.63,19.516195161951625,Finance
KL,Kirkland Lake Gold Ltd.,46.46,26.09,43.84416702539819,Basic Industries
KMB,Kimberly-Clark Corporation,133.63,113.94,14.734715258549723,Consumer Durables
KMI,"Kinder Morgan, Inc.",19.84,15.38,22.479838709677416,Public Utilities
KMPR,Kemper Corporation,76.81,66.38,13.578961072776991,Finance
KMT,Kennametal Inc.,31.45,33.28,-5.818759936407001,Capital Goods
KMX,CarMax Inc,83.93,62.73,25.259144525199577,Consumer Durables
KN,Knowles Corporation,19.04,13.31,30.094537815126042,Consumer Non-Durables
KNL,"Knoll, Inc.",22.7,16.48,27.400881057268716,Consumer Durables
KNOP,KNOT Offshore Partners LP,18.84,17.93,4.830148619957538,Consumer Services
KNX,"Knight Transportation, Inc.",33.82,25.07,25.872264931992905,Transportation
KO,Coca-Cola Company (The),51.65,47.35,8.32526621490803,Consumer Non-Durables
KODK,Eastman Kodak Company,2.44,2.55,-4.508196721311471,Miscellaneous
KOF,Coca Cola Femsa S.A.B. de C.V.,59.02,60.84,-3.083700440528635,Consumer Non-Durables
KOP,Koppers Holdings Inc.,24.86,17.04,31.456154465004026,Basic Industries
KOS,Kosmos Energy Ltd.,5.73,4.07,28.970331588132638,Energy
KR,Kroger Company (The),21.92,27.5,-25.456204379562035,Consumer Services
KRA,Kraton Corporation,26.91,21.84,18.84057971014493,Basic Industries
KRC,Kilroy Realty Corporation,77.02,62.88,18.358867826538557,Consumer Services
KREF,KKR Real Estate Finance Trust Inc.,19.31,19.15,0.8285862247540142,Consumer Services
KRG,Kite Realty Group Trust,14.97,14.09,5.8784235136940595,Consumer Services
KRO,Kronos Worldwide Inc,11.87,11.52,2.948609941027798,Basic Industries
KRP,Kimbell Royalty Partners,14.01,13.58,3.0692362598144163,Energy
KSS,Kohl&#39;s Corporation,49.45,66.34,-34.155712841253795,Consumer Services
KSU,Kansas City Southern,115.79,95.45,17.56628378961914,Transportation
KT,KT Corporation,11.48,14.22,-23.86759581881533,Public Utilities
KTH,Lehman ABS Corporation,32.7473,29.83,8.90852070247014,Finance
KTN,Lehman ABS Corporation,32.9415,28.93,12.177648255240344,Finance
KTP,Lehman ABS Corporation,6.9,6.95,-0.7246376811594177,Finance
KW,Kennedy-Wilson Holdings Inc.,21.26,18.17,14.534336782690497,Finance
KWR,Quaker Chemical Corporation,165.26,177.71,-7.533583444269647,Basic Industries
L,Loews Corporation,50.72,45.52,10.25236593059936,Finance
LAC,Lithium Americas Corp.,3.61,3.17,12.188365650969528,Basic Industries
LAD,"Lithia Motors, Inc.",127.82,76.33,40.28321076513847,Consumer Durables
LADR,Ladder Capital Corp,16.43,15.47,5.842970176506386,Consumer Services
LAIX,LAIX Inc.,9.7,7.58,21.855670103092777,Consumer Services
LAZ,Lazard Ltd.,34.13,36.91,-8.145326692059754,Finance
LB,"L Brands, Inc.",23.77,25.67,-7.993268826251587,Consumer Services
LBRT,Liberty Oilfield Services Inc.,12.41,12.95,-4.351329572925054,Energy
LC,LendingClub Corporation,13.55,13.15,2.952029520295205,Miscellaneous
LCI,Lannett Co Inc,6.41,4.96,22.62090483619345,Health Care
LCII,LCI Industries ,84.71,66.8,21.142722228780542,Capital Goods
LDL,"Lydall, Inc.",21.03,20.31,3.4236804564907386,Capital Goods
LDOS,"Leidos Holdings, Inc.",78.98,52.72,33.248923778171694,Technology
LEA,Lear Corporation,119.38,122.86,-2.915061149271238,Capital Goods
LEAF,Leaf Group Ltd.,5.68,6.85,-20.598591549295776,Technology
LEE,"Lee Enterprises, Incorporated",2.02,2.11,-4.455445544554449,Consumer Services
LEG,"Leggett & Platt, Incorporated",37.62,35.84,4.7315257841573475,Consumer Durables
LEJU,Leju Holdings Limited,1.11,1.4,-26.12612612612611,Finance
LEN,Lennar Corporation,47.53,39.15,17.630969913738696,Basic Industries
LFC,China Life Insurance Company Limited,11.71,10.49,10.418445772843727,Finance
LGC,Legacy Acquisition Corp.,10.14,9.82,3.155818540433928,Finance
LH,Laboratory Corporation of America Holdings,159.77,126.36,20.911310008136702,Health Care
LHC,Leo Holdings Corp.,10.2,9.7,4.901960784313726,Consumer Services
LII,"Lennox International, Inc.",250.25,218.86,12.543456543456537,Capital Goods
LIN,Linde plc,190.63,156.04,18.145097833499452,Basic Industries
LITB,"LightInTheBox Holding Co., Ltd.",1.43,1.22,14.685314685314681,Consumer Services
LKSD,"LSC Communications, Inc.",0.98,7.0,-614.2857142857142,Miscellaneous
LL,"Lumber Liquidators Holdings, Inc",8.42,9.52,-13.064133016627075,Consumer Services
LLY,Eli Lilly and Company,108.71,115.72,-6.448348817956035,Health Care
LM,"Legg Mason, Inc.",36.95,25.51,30.96075778078485,Finance
LMHA,"Legg Mason, Inc.",26.71,24.06,9.921377761138158,Finance
LMHB,"Legg Mason, Inc.",25.38,20.4,19.621749408983455,Finance
LMT,Lockheed Martin Corporation,358.43,261.84,26.94807912284129,Capital Goods
LN,LINE Corporation,31.67,34.11,-7.7044521629302105,Technology
LNC,Lincoln National Corporation,56.46,51.31,9.121501948281967,Finance
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.11,4.02,2.1897810218978284,Consumer Non-Durables
LNN,Lindsay Corporation,86.38,96.25,-11.426256077795792,Capital Goods
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.29,11.13,1.4171833480956455,Capital Goods
LOW,"Lowe&#39;s Companies, Inc.",97.04,92.36,4.8227535037098175,Consumer Services
LPG,Dorian LPG Ltd.,8.21,5.83,28.989037758830698,Transportation
LPI,"Laredo Petroleum, Inc.",2.81,3.62,-28.825622775800714,Energy
LPL,"LG Display Co., Ltd.",5.23,8.19,-56.59655831739959,Capital Goods
LPT,Liberty Property Trust,50.24,41.88,16.64012738853503,Consumer Services
LPX,Louisiana-Pacific Corporation,24.82,22.22,10.475423045930707,Basic Industries
LRN,K12 Inc,29.26,24.79,15.27682843472318,Consumer Services
LSI,"Life Storage, Inc.",99.8,92.99,6.82364729458918,Consumer Services
LTC,"LTC Properties, Inc.",45.24,41.68,7.869142351900978,Consumer Services
LTHM,Livent Corporation,5.77,13.8,-139.16811091854422,Basic Industries
LTM,LATAM Airlines Group S.A.,8.71,10.3,-18.254879448909296,Transportation
LUB,"Luby&#39;s, Inc.",1.14,1.2,-5.263157894736848,Consumer Services
LUV,Southwest Airlines Company,48.96,46.48,5.065359477124192,Transportation
LVS,Las Vegas Sands Corp.,54.53,52.05,4.547955253988637,Consumer Services
LW,"Lamb Weston Holdings, Inc.",65.36,73.56,-12.545899632802943,Consumer Non-Durables
LXFR,Luxfer Holdings PLC,17.49,17.63,-0.8004574042309925,Basic Industries
LXU,Lsb Industries Inc.,5.12,5.52,-7.812499999999989,Basic Industries
LYB,LyondellBasell Industries NV,76.31,83.16,-8.976543048093296,Basic Industries
LYG,Lloyds Banking Group Plc,2.41,2.56,-6.224066390041489,Finance
LYV,"Live Nation Entertainment, Inc.",68.5,49.25,28.102189781021895,Consumer Services
LZB,La-Z-Boy Incorporated,31.05,27.71,10.756843800322061,Consumer Durables
M,Macy&#39;s Inc,20.63,29.78,-44.352884149297154,Consumer Services
MA,Mastercard Incorporated,256.84,188.65,26.54960286559725,Miscellaneous
MAA,"Mid-America Apartment Communities, Inc.",117.53,95.7,18.573981111205647,Consumer Services
MAC,Macerich Company (The),31.25,43.28,-38.496,Consumer Services
MAN,ManpowerGroup,86.08,64.8,24.72118959107807,Technology
MANU,Manchester United Ltd.,17.51,18.98,-8.395202741290683,Consumer Services
MAS,Masco Corporation,38.7,29.24,24.444444444444454,Basic Industries
MATX,"Matson, Inc.",36.74,32.02,12.84703320631464,Consumer Services
MAXR,Maxar Technologies Inc.,6.9,11.96,-73.33333333333334,Technology
MBI,"MBIA, Inc.",9.08,8.92,1.7621145374449354,Finance
MBT,Mobile TeleSystems OJSC,7.8,7.0,10.256410256410255,Public Utilities
MC,Moelis & Company,33.26,34.38,-3.3674082982561777,Finance
MCB,Metropolitan Bank Holding Corp.,38.8,30.85,20.489690721649474,Finance
MCD,McDonald&#39;s Corporation,210.45,177.57,15.62366357804704,Consumer Services
MCK,McKesson Corporation,144.66,110.47,23.63472971104659,Health Care
MCO,Moody&#39;s Corporation,202.69,140.04,30.90927031427303,Finance
MCRN,Milacron Holdings Corp.,16.27,11.89,26.92071296865396,Technology
MCS,Marcus Corporation (The),34.24,39.5,-15.362149532710273,Consumer Services
MCY,Mercury General Corporation,54.23,51.71,4.646874423750685,Finance
MD,"Mednax, Inc",21.23,33.0,-55.44041450777202,Health Care
MDC,"M.D.C. Holdings, Inc.",35.55,28.11,20.92827004219409,Capital Goods
MDLQ,Medley LLC,18.65,22.13,-18.65951742627346,Finance
MDLX,Medley LLC,18.3,20.23,-10.546448087431692,Finance
MDLY,Medley Management Inc.,3.34,3.86,-15.568862275449103,Finance
MDP,Meredith Corporation,52.44,51.94,0.9534706331045004,Consumer Services
MDR,"McDermott International, Inc.",5.0,6.54,-30.8,Capital Goods
MDT,Medtronic plc,99.51,90.96,8.592101296352137,Health Care
MDU,"MDU Resources Group, Inc.",26.3,23.84,9.353612167300383,Basic Industries
MED,MEDIFAST INC,98.07,125.02,-27.48037116345468,Consumer Non-Durables
MEI,"Methode Electronics, Inc.",27.29,23.29,14.657383657017222,Capital Goods
MET,"MetLife, Inc.",45.57,41.06,9.896861970594685,Finance
MFA,"MFA Financial, Inc.",6.94,6.68,3.746397694524505,Consumer Services
MFAC,Megalith Financial Acquisition Corp.,10.09,9.7,3.8652130822596686,Finance
MFC,Manulife Financial Corp,16.53,14.19,14.156079854809448,Finance
MFG,"Mizuho Financial Group, Inc.",2.91,3.0,-3.092783505154634,Finance
MFGP,Micro Focus Intl PLC,19.77,17.21,12.948912493677284,Technology
MFO,"MFA Financial, Inc.",25.9,25.41,1.8918918918918861,Consumer Services
MG,Mistras Group Inc,14.35,14.38,-0.2090592334494853,Consumer Services
MGA,"Magna International, Inc.",47.16,45.45,3.62595419847327,Capital Goods
MGM,MGM Resorts International,27.94,24.26,13.171080887616318,Consumer Services
MGP,MGM Growth Properties LLC,28.68,26.41,7.914923291492328,Consumer Services
MGY,Magnolia Oil & Gas Corporation,9.97,11.21,-12.437311935807424,Energy
MHK,"Mohawk Industries, Inc.",118.24,116.96,1.0825439783491213,Consumer Durables
MHLA,"Maiden Holdings, Ltd.",16.26,17.1,-5.166051660516604,Finance
MHNC,"Maiden Holdings, Ltd.",22.0,23.6,-7.27272727272728,Finance
MHO,"M/I Homes, Inc.",34.85,21.02,39.68436154949785,Capital Goods
MIC,Macquarie Infrastructure Corporation ,38.99,36.56,6.232367273659912,Energy
MIXT,MiX Telematics Limited,14.14,15.65,-10.678925035360677,Technology
MKC,"McCormick & Company, Incorporated",154.74,139.24,10.016802378182756,Consumer Non-Durables
MKL,Markel Corporation,1091.25,1038.05,4.875143184421539,Finance
MLI,"Mueller Industries, Inc.",26.82,23.36,12.900820283370622,Capital Goods
MLM,"Martin Marietta Materials, Inc.",245.98,171.87,30.128465728921043,Basic Industries
MLP,"Maui Land & Pineapple Company, Inc.",10.13,9.92,2.073050345508399,Finance
MLR,"Miller Industries, Inc.",29.94,27.0,9.81963927855712,Capital Goods
MMC,"Marsh & McLennan Companies, Inc.",95.73,79.75,16.69278178209548,Finance
MMI,"Marcus & Millichap, Inc.",31.03,34.33,-10.634869481147268,Finance
MMM,3M Company,164.71,190.54,-15.682107947301308,Health Care
MMP,Magellan Midstream Partners L.P.,66.0,57.06,13.545454545454541,Energy
MMS,"Maximus, Inc.",69.04,65.09,5.721320973348787,Miscellaneous
MN,"Manning & Napier, Inc.",1.76,1.76,0.0,Finance
MNK,Mallinckrodt plc,6.48,15.8,-143.82716049382717,Health Care
MNR,Monmouth Real Estate Investment Corporation,13.03,12.4,4.834996162701451,Consumer Services
MO,Altria Group,46.65,49.39,-5.873526259378354,Consumer Non-Durables
MOD,Modine Manufacturing Company,10.97,10.81,1.4585232452142218,Capital Goods
MODN,"Model N, Inc.",21.71,13.23,39.06034085674804,Technology
MOGU,MOGU Inc.,2.28,20.49,-798.6842105263157,Miscellaneous
MOH,Molina Healthcare Inc,123.95,116.22,6.2363856393707175,Health Care
MOS,Mosaic Company (The),23.6,29.21,-23.771186440677962,Basic Industries
MOSC,Mosaic Acquisition Corp.,10.24,9.82,4.101562499999999,Finance
MOV,Movado Group Inc.,24.34,31.62,-29.909613804437146,Consumer Non-Durables
MPC,Marathon Petroleum Corporation,50.67,59.01,-16.45944345766725,Energy
MPLX,MPLX LP,27.62,30.3,-9.703113685734973,Energy
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",4.36,7.51,-72.24770642201833,Energy
MPV,Barings Participation Investors,16.7,15.05,9.880239520958076,Consumer Services
MPW,"Medical Properties Trust, Inc.",17.33,16.08,7.212925562608194,Consumer Services
MPX,Marine Products Corporation,14.82,16.91,-14.102564102564102,Capital Goods
MR,Montage Resources Corporation,2.76,15.75,-470.65217391304355,Energy
MRC,MRC Global Inc.,13.97,12.23,12.455261274158913,Capital Goods
MRK,"Merck & Company, Inc.",83.12,76.41,8.072666025024072,Health Care
MRO,Marathon Oil Corporation,12.5,14.34,-14.719999999999999,Energy
MS,Morgan Stanley,40.49,39.65,2.0745863176092945,Finance
MSA,MSA Safety Incorporporated,100.01,94.27,5.73942605739427,Health Care
MSB,Mesabi Trust,25.71,23.69,7.856865033061064,Basic Industries
MSC,Studio City International Holdings Limited,20.01,16.72,16.44177911044479,Consumer Services
MSCI,MSCI Inc,209.24,147.43,29.540240871726247,Miscellaneous
MSG,The Madison Square Garden Company,281.23,267.7,4.81100878284679,Consumer Services
MSGN,MSG Networks Inc.,18.48,23.56,-27.48917748917748,Consumer Services
MSI,"Motorola Solutions, Inc.",168.73,115.04,31.820067563563082,Technology
MSL,MidSouth Bancorp,10.96,10.6,3.2846715328467257,Finance
MSM,"MSC Industrial Direct Company, Inc.",66.39,76.92,-15.86082241301401,Capital Goods
MT,ArcelorMittal,14.29,20.67,-44.64660601819456,Basic Industries
MTB,M&T Bank Corporation,153.96,143.13,7.034294621979743,Finance
MTD,"Mettler-Toledo International, Inc.",692.72,565.58,18.353735997228316,Capital Goods
MTDR,Matador Resources Company,15.02,15.53,-3.3954727030625818,Energy
MTG,MGIC Investment Corporation,12.29,10.46,14.89015459723351,Finance
MTH,Meritage Corporation,62.2,36.72,40.96463022508039,Capital Goods
MTL,Mechel PAO,2.0,1.98,1.0000000000000009,Basic Industries
MTN,"Vail Resorts, Inc.",234.12,210.82,9.952161284811213,Consumer Services
MTOR,"Meritor, Inc.",20.07,16.91,15.744892874937719,Capital Goods
MTR,Mesa Royalty Trust,6.96,10.85,-55.89080459770115,Energy
MTRN,Materion Corporation,58.37,44.99,22.922734281308884,Capital Goods
MTW,"Manitowoc Company, Inc. (The)",15.86,14.77,6.872635561160151,Capital Goods
MTX,Minerals Technologies Inc.,50.16,51.34,-2.352472089314208,Basic Industries
MTZ,"MasTec, Inc.",57.97,40.56,30.032775573572536,Basic Industries
MUFG,Mitsubishi UFJ Financial Group Inc,4.75,4.87,-2.5263157894736867,Finance
MUR,Murphy Oil Corporation,22.58,23.39,-3.5872453498671493,Energy
MUSA,Murphy USA Inc.,86.03,76.64,10.914797163780076,Consumer Durables
MUX,McEwen Mining Inc.,1.94,1.82,6.185567010309272,Basic Industries
MVO,MV Oil Trust,7.18,7.0,2.506963788300832,Energy
MWA,Mueller Water Products Inc,9.7,9.1,6.185567010309275,Capital Goods
MX,MagnaChip Semiconductor Corporation,10.62,6.21,41.52542372881356,Technology
MXL,"MaxLinear, Inc",20.18,17.6,12.784935579781953,Technology
MYE,"Myers Industries, Inc.",15.64,15.11,3.388746803069061,Consumer Non-Durables
MYOV,Myovant Sciences Ltd.,6.81,16.41,-140.96916299559473,Health Care
NAT,Nordic American Tankers Limited,1.89,2.0,-5.820105820105825,Consumer Services
